name,lat,lon,coordinates
Marion Way,33.8295579,-118.2016808,"[(33.8295579, -118.2016808), (33.8296616, -118.2018017), (33.8297796, -118.2018704), (33.8301358, -118.202071), (33.8304346, -118.2022393)]"
East 10th Street,33.7789772,-118.1892766,"[(33.7789772, -118.1892766), (33.7789812, -118.1889814)]"
East 10th Street,33.7802595,-118.1012631,"[(33.7802595, -118.1012631), (33.7802513, -118.0992984), (33.7801806, -118.098924), (33.7800658, -118.0985729)]"
East 10th Street,33.778959,-118.1285111,"[(33.778959, -118.1285111), (33.7789535, -118.1279765)]"
North Coral Drive,33.7659622,-118.1118405,"[(33.7659622, -118.1118405), (33.7667852, -118.1116879)]"
Dunrobin Avenue,33.8395565,-118.1216137,"[(33.8395565, -118.1216137), (33.8432009, -118.1215623), (33.8468484, -118.1215421)]"
Seville Way,33.7694861,-118.1183934,"[(33.7694861, -118.1183934), (33.7694743, -118.1183765), (33.7694568, -118.1183617), (33.7694403, -118.1183515), (33.7694226, -118.1183424), (33.7690923, -118.1182171)]"
East 4th Street,33.7717279,-118.1873592,"[(33.7717279, -118.1873592), (33.7717295, -118.1870433), (33.7717313, -118.1867591)]"
East 4th Street,33.7717141,-118.1317699,"[(33.7717141, -118.1317699), (33.7716992, -118.1316912), (33.7717051, -118.1312538)]"
North Angelo Walk,33.7523793,-118.1197023,"[(33.7523793, -118.1197023), (33.7524144, -118.1197342), (33.7524717, -118.1197485), (33.7529885, -118.1196165), (33.7532427, -118.1195461), (33.7532917, -118.1195367), (33.7533606, -118.119522), (33.7535034, -118.1194933), (33.7537223, -118.1189585), (33.7538345, -118.11868), (33.753891, -118.1185407), (33.7540511, -118.1181215), (33.7543029, -118.1174459), (33.7544184, -118.1171263), (33.7544403, -118.1170713)]"
Ellis Avenue,33.7901777,-118.1586594,"[(33.7901777, -118.1586594), (33.7903386, -118.1583935), (33.7907089, -118.1579333)]"
Silver Shoals Avenue,33.7450161,-118.1021628,"[(33.7450161, -118.1021628), (33.7451163, -118.1021605), (33.745501, -118.102156), (33.74605, -118.1021533), (33.7461374, -118.1021567)]"
Parkcrest Street,33.8302672,-118.1242522,"[(33.8302672, -118.1242522), (33.8302666, -118.1241739), (33.8302405, -118.1208887), (33.8302433, -118.1204277), (33.830246, -118.1199888), (33.8302371, -118.1190688), (33.8302393, -118.1175748), (33.8301948, -118.1174273), (33.8301279, -118.1173379)]"
Parkcrest Street,33.8302275,-118.1165748,"[(33.8302275, -118.1165748), (33.8302266, -118.1164405), (33.8302211, -118.1156568), (33.8302189, -118.1153416), (33.8302186, -118.1149929), (33.8302204, -118.1143327)]"
Parkcrest Street,33.8302713,-118.1291042,"[(33.8302713, -118.1291042), (33.8303118, -118.1289793), (33.8303133, -118.1274251), (33.8303131, -118.1273633), (33.8303045, -118.1252389)]"
Massachusetts Street,33.768987,-118.1465318,"[(33.768987, -118.1465318), (33.7689865, -118.1464388), (33.7689833, -118.1458292), (33.7689727, -118.1438326), (33.7689721, -118.1437242), (33.7689722, -118.1436495), (33.7689734, -118.1421253), (33.7689738, -118.141665), (33.7689739, -118.1415589)]"
Camba Avenue,33.848006,-118.2381514,"[(33.848006, -118.2381514), (33.8474428, -118.2381428), (33.8474001, -118.2381514), (33.8473573, -118.2381428), (33.8473216, -118.2381171)]"
Camba Avenue,33.8504367,-118.2379111,"[(33.8504367, -118.2379111), (33.8503744, -118.2379397), (33.8487473, -118.2379368)]"
Avery Place,33.831469,-118.2002739,"[(33.831469, -118.2002739), (33.8314034, -118.200607), (33.8309802, -118.2013442), (33.8308986, -118.2014593), (33.830803, -118.2015725), (33.8307081, -118.2017139), (33.8305985, -118.2018823), (33.8305312, -118.2020578), (33.8304346, -118.2022393), (33.8303693, -118.2024266), (33.8302862, -118.2026655)]"
Maury Avenue,33.834096,-118.175622,"[(33.834096, -118.175622), (33.8358168, -118.1756405), (33.8390906, -118.1756185)]"
South 13th Place,33.7647909,-118.1706621,"[(33.7647909, -118.1706621), (33.7646657, -118.1706838), (33.7641568, -118.170764)]"
Roswell Avenue,33.7609331,-118.1436262,"[(33.7609331, -118.1436262), (33.7604277, -118.143932), (33.7603646, -118.1439776)]"
Anaheim Place,33.7844088,-118.136646,"[(33.7844088, -118.136646), (33.7855801, -118.1366365), (33.7857666, -118.136635)]"
Loomis Street,33.8445632,-118.1506449,"[(33.8445632, -118.1506449), (33.8445511, -118.147216)]"
Loomis Street,33.8448294,-118.1021802,"[(33.8448294, -118.1021802), (33.8448229, -118.1012598), (33.8448222, -118.1011674), (33.8448266, -118.1007431), (33.8448222, -118.1000602), (33.8448222, -118.0998123), (33.8448222, -118.0996139), (33.8448222, -118.0995195), (33.8448008, -118.0994422)]"
Loomis Street,33.8446739,-118.1161911,"[(33.8446739, -118.1161911), (33.8446725, -118.1130807)]"
Loomis Street,33.8454933,-118.1626282,"[(33.8454933, -118.1626282), (33.844986, -118.1626317), (33.844854, -118.1625666), (33.8447853, -118.1624328), (33.8447781, -118.1617995), (33.8447706, -118.1609554)]"
Sebren Avenue,33.8329021,-118.1217315,"[(33.8329021, -118.1217315), (33.8360469, -118.1217418)]"
Pageantry Court,33.8128578,-118.1186268,"[(33.8128578, -118.1186268), (33.8131124, -118.1189909)]"
West 6th Street,33.7741434,-118.1993834,"[(33.7741434, -118.1993834), (33.7741428, -118.1987624), (33.77414, -118.1980506)]"
East Mariquita Street,33.7670779,-118.1600232,"[(33.7670779, -118.1600232), (33.7670792, -118.1599276), (33.7670805, -118.1595539), (33.7670782, -118.1590466), (33.7670767, -118.1589493), (33.767075, -118.1588585), (33.767075, -118.1568685), (33.7670743, -118.1567726), (33.7670755, -118.1566913), (33.7670611, -118.1546)]"
East Mariquita Street,33.7688819,-118.1062608,"[(33.7688819, -118.1062608), (33.768792, -118.1049422)]"
Madrid Lane,33.7678654,-118.1205845,"[(33.7678654, -118.1205845), (33.767871, -118.1200771), (33.7678489, -118.1198752), (33.7677255, -118.1194007), (33.7677274, -118.1192766), (33.7677558, -118.1191855), (33.7677858, -118.1191291), (33.7678422, -118.1190661), (33.7682771, -118.1187477)]"
West 19th Street,33.7916713,-118.2042796,"[(33.7916713, -118.2042796), (33.7916737, -118.204041), (33.791675, -118.203522), (33.7916728, -118.2029694), (33.7916707, -118.202422), (33.7916733, -118.201734), (33.7916699, -118.2011919), (33.7916661, -118.200597), (33.7916696, -118.2000606), (33.7916727, -118.1995802), (33.7916734, -118.199479), (33.7916744, -118.1994239), (33.7916765, -118.1993113), (33.7916774, -118.1992649), (33.7916775, -118.1991798), (33.7916778, -118.1987546), (33.7916782, -118.1982331), (33.79168, -118.1980954), (33.7916793, -118.1979635), (33.7916822, -118.1976366), (33.7916847, -118.197022), (33.7916828, -118.1965083), (33.7916827, -118.196406), (33.7916806, -118.1963136), (33.7916775, -118.1957407), (33.7916776, -118.1956918), (33.7916828, -118.1951025), (33.7916861, -118.1944551), (33.7916846, -118.193891), (33.7916828, -118.1937345)]"
Technology Place,33.7906446,-118.2201555,"[(33.7906446, -118.2201555), (33.7906381, -118.2200769), (33.7906421, -118.2190029)]"
West 19th Street,33.7921573,-118.2079898,"[(33.7921573, -118.2079898), (33.7921288, -118.2080464), (33.792129, -118.2089562)]"
Eucalyptus Avenue,33.800753,-118.196971,"[(33.800753, -118.196971), (33.8025706, -118.196975), (33.8039078, -118.1969711), (33.8040759, -118.196974), (33.8042569, -118.1969865), (33.8043386, -118.1969865), (33.8044521, -118.1969853), (33.8045322, -118.1969876), (33.8061343, -118.1969809), (33.8062157, -118.19698), (33.8062916, -118.1969835), (33.8079522, -118.1969852), (33.8080273, -118.1969861), (33.8081079, -118.1969828), (33.8098416, -118.196978), (33.8115605, -118.1969761), (33.8116475, -118.196976), (33.8117455, -118.1969754), (33.8133835, -118.1969645), (33.8134632, -118.1969644), (33.8135429, -118.196964), (33.8152759, -118.1969648), (33.8170275, -118.1969601), (33.8170943, -118.1969609)]"
West 32nd Way,33.8161398,-118.215399,"[(33.8161398, -118.215399), (33.8161408, -118.2154645), (33.8161408, -118.2155396), (33.8161408, -118.216094), (33.8161408, -118.2163329)]"
Pine Avenue,33.8133503,-118.192031,"[(33.8133503, -118.192031), (33.8139399, -118.1920538)]"
Pine Avenue,33.8135371,-118.1912897,"[(33.8135371, -118.1912897), (33.8136707, -118.1914895), (33.8138219, -118.1916672), (33.8139967, -118.1918008), (33.8141727, -118.1918847), (33.8144557, -118.1919552)]"
Pine Avenue,33.7898677,-118.1923901,"[(33.7898677, -118.1923901), (33.7902407, -118.1923849), (33.793496, -118.192401)]"
Pine Avenue,33.848588,-118.1917182,"[(33.848588, -118.1917182), (33.8492066, -118.1917182), (33.8497737, -118.1917243), (33.8498408, -118.1917253), (33.8499135, -118.1917253), (33.8504922, -118.191728), (33.851149, -118.1917275), (33.8517741, -118.1917357), (33.8524061, -118.1917358), (33.8533176, -118.1917494), (33.8543026, -118.1917527), (33.8551179, -118.1917586)]"
Pine Avenue,33.8203698,-118.1923566,"[(33.8203698, -118.1923566), (33.8204563, -118.1924486), (33.8205855, -118.1924642), (33.8221687, -118.192675), (33.8226975, -118.1927511), (33.8227625, -118.192757), (33.823178, -118.1927944), (33.8242176, -118.1929127), (33.8266192, -118.1931653), (33.8266406, -118.1931676), (33.8267207, -118.1931763), (33.8268103, -118.1931878), (33.8268239, -118.1931895), (33.8289426, -118.193467)]"
West 15th Street,33.7862437,-118.1937374,"[(33.7862437, -118.1937374), (33.786243, -118.193892), (33.7862469, -118.1944183), (33.7862439, -118.1950553), (33.7862433, -118.1957211), (33.7862395, -118.1963563), (33.7862413, -118.1968453), (33.7862411, -118.1970303), (33.7862428, -118.1972458), (33.786243, -118.1976525), (33.7862407, -118.1979862), (33.7862343, -118.1980917)]"
West 15th Street,33.7855551,-118.2078451,"[(33.7855551, -118.2078451), (33.785548, -118.2087957), (33.7855551, -118.2104711), (33.7855537, -118.2121573), (33.7855524, -118.2138049), (33.7855545, -118.2151751), (33.7855533, -118.2154807)]"
West 15th Street,33.785535,-118.2187279,"[(33.785535, -118.2187279), (33.7855249, -118.2213916)]"
West 15th Street,33.7853393,-118.1924041,"[(33.7853393, -118.1924041), (33.7853354, -118.1930521), (33.7853343, -118.193346), (33.785334, -118.1937378)]"
East 46th Street,33.8408487,-118.1914468,"[(33.8408487, -118.1914468), (33.8408694, -118.1913812), (33.8408775, -118.1913556), (33.8411136, -118.1906155), (33.8414295, -118.1897683), (33.841464, -118.189677), (33.8417261, -118.1888216), (33.8419369, -118.1880042), (33.841957, -118.1879264), (33.8419777, -118.1878456), (33.8421824, -118.1870469), (33.8423834, -118.1861903), (33.8425574, -118.185424), (33.8425787, -118.1853304), (33.8425908, -118.185277), (33.8426102, -118.1851914), (33.8426167, -118.1851647), (33.8426216, -118.1851447), (33.8426466, -118.1850428), (33.8426585, -118.1849113)]"
Mendez Street,33.7910962,-118.1459188,"[(33.7910962, -118.1459188), (33.7910736, -118.1458218), (33.7910693, -118.1458034), (33.791032, -118.1457235), (33.7906727, -118.1452269), (33.7906241, -118.1451137), (33.7906125, -118.1449924), (33.7906141, -118.1445067), (33.7906177, -118.1443019), (33.7906158, -118.1442767), (33.7906085, -118.1441829)]"
West Eagle Street,33.7998593,-118.1925757,"[(33.7998593, -118.1925757), (33.7998542, -118.1931921), (33.799851, -118.1935713), (33.7998516, -118.1937263)]"
Rose Place,33.7717255,-118.1686629,"[(33.7717255, -118.1686629), (33.7723042, -118.1686641)]"
Pacific Place,33.8185479,-118.1956718,"[(33.8185479, -118.1956718), (33.8183541, -118.1955432), (33.8181978, -118.1954386), (33.8181849, -118.1954309), (33.8181094, -118.1953797), (33.8179582, -118.1952772), (33.8177285, -118.1951426), (33.8176221, -118.1950871), (33.8172793, -118.1949083), (33.8171146, -118.194837)]"
South 37th Place,33.7607083,-118.1498413,"[(33.7607083, -118.1498413), (33.7605659, -118.1498815), (33.7603953, -118.1499299), (33.7599545, -118.1500641)]"
Fashion Avenue,33.8196371,-118.2093887,"[(33.8196371, -118.2093887), (33.8217673, -118.2094037), (33.8218587, -118.2093719), (33.8220167, -118.2092563)]"
Fashion Avenue,33.7837658,-118.2087935,"[(33.7837658, -118.2087935), (33.7835008, -118.2088365), (33.7833303, -118.208836), (33.7831585, -118.2088348), (33.7830639, -118.2088091)]"
Fashion Avenue,33.7908028,-118.2089937,"[(33.7908028, -118.2089937), (33.790849, -118.208967), (33.7909131, -118.2089632), (33.7912214, -118.2089604), (33.791677, -118.2089668), (33.792129, -118.2089562), (33.7925871, -118.2089486), (33.7930447, -118.2089429), (33.7934911, -118.208946), (33.7953214, -118.2089407), (33.7971179, -118.2089362), (33.7989307, -118.2089412), (33.8007628, -118.2089366), (33.8025984, -118.2089522), (33.8039603, -118.2089373), (33.8042547, -118.2089411), (33.8043429, -118.2089384)]"
38th Place,33.7603913,-118.1484347,"[(33.7603913, -118.1484347), (33.7602773, -118.1484681), (33.7595695, -118.1486753)]"
Rose Avenue,33.8475503,-118.170164,"[(33.8475503, -118.170164), (33.8482443, -118.1702283), (33.8489379, -118.1702924), (33.8496835, -118.1703623), (33.8505478, -118.170448), (33.8509924, -118.1704821)]"
Rose Avenue,33.8451109,-118.1697695,"[(33.8451109, -118.1697695), (33.8452604, -118.1698812), (33.8455618, -118.1700007), (33.8463364, -118.1700735)]"
Rose Avenue,33.83304,-118.1692634,"[(33.83304, -118.1692634), (33.8365653, -118.1692497), (33.8385638, -118.1692514)]"
Rose Avenue,33.7807995,-118.1698258,"[(33.7807995, -118.1698258), (33.7808782, -118.1698278), (33.7816233, -118.1698268), (33.7821192, -118.1698259), (33.7824901, -118.169825), (33.782593, -118.169825)]"
Rose Avenue,33.7717258,-118.1698438,"[(33.7717258, -118.1698438), (33.7718088, -118.1698418), (33.772251, -118.1698388), (33.7723123, -118.1698371), (33.7728956, -118.1698342), (33.773543, -118.1698318), (33.7738382, -118.1698297), (33.7739713, -118.1698314), (33.7744487, -118.1698404), (33.7748773, -118.169837), (33.7752375, -118.169835), (33.7753562, -118.1698376)]"
Rose Avenue,33.7971274,-118.1693345,"[(33.7971274, -118.1693345), (33.7972001, -118.1693336), (33.797726, -118.1693317), (33.7977735, -118.1693315), (33.7984482, -118.1693288), (33.7989231, -118.1693273)]"
West 27th Street,33.8062543,-118.2078707,"[(33.8062543, -118.2078707), (33.8061974, -118.2079815), (33.8061989, -118.2083921), (33.8061968, -118.2089213), (33.8061938, -118.2094853), (33.8061908, -118.2100307), (33.8061949, -118.2105774), (33.8061989, -118.2111086), (33.8062219, -118.2111768), (33.8062237, -118.2116533), (33.8062224, -118.2121981), (33.8062237, -118.2127363), (33.8062252, -118.2132625), (33.8062266, -118.2138169), (33.8062281, -118.2143748), (33.8062312, -118.2149092), (33.8062288, -118.2153796)]"
Virginia Vista Court,33.8309936,-118.2026624,"[(33.8309936, -118.2026624), (33.8310179, -118.2027399), (33.8310725, -118.2027891), (33.8311198, -118.2027908), (33.8320163, -118.2026664), (33.8325709, -118.2026209), (33.8339518, -118.2025047)]"
Heinemann Street,33.8276529,-118.1501187,"[(33.8276529, -118.1501187), (33.8275971, -118.1501182), (33.8275755, -118.1501183), (33.827319, -118.150119), (33.826675, -118.1501195), (33.8263274, -118.1501198), (33.8261019, -118.15012), (33.8249533, -118.150121)]"
Olympic Plaza,33.7589663,-118.1461855,"[(33.7589663, -118.1461855), (33.7589401, -118.1460632), (33.7589333, -118.1460344), (33.7586389, -118.144694), (33.7585988, -118.1446613), (33.7584304, -118.1446532), (33.7583966, -118.14464), (33.7583671, -118.1446061), (33.7583212, -118.144507)]"
Spinnaker Way,33.7463703,-118.1120498,"[(33.7463703, -118.1120498), (33.7462054, -118.1118552), (33.7461931, -118.1118339), (33.7461903, -118.1118084), (33.7461999, -118.1117793), (33.7462251, -118.1117509), (33.7462984, -118.1116799), (33.7464051, -118.111602), (33.7466481, -118.1114478), (33.7468596, -118.1112765), (33.7471183, -118.1109844), (33.7471371, -118.1109638), (33.7471523, -118.1109568), (33.7471673, -118.110968), (33.747331, -118.1111654), (33.7473664, -118.1111734), (33.7474011, -118.1111685)]"
Meadow Wood Avenue,33.8475477,-118.1647633,"[(33.8475477, -118.1647633), (33.8476261, -118.164729), (33.8481951, -118.1647343), (33.8488722, -118.1647518), (33.8495472, -118.1647491), (33.8509038, -118.1647527), (33.8515819, -118.1647477), (33.8529629, -118.1647477), (33.8535434, -118.1647457)]"
West 39th Street,33.8229319,-118.1994888,"[(33.8229319, -118.1994888), (33.8229708, -118.1995708), (33.8229968, -118.1996519), (33.8230335, -118.1998518), (33.8230902, -118.2002672), (33.8231385, -118.2007329)]"
South Locust Drive,33.7658417,-118.1909878,"[(33.7658417, -118.1909878), (33.7659711, -118.1909894), (33.7663506, -118.190994), (33.7666469, -118.1909934), (33.7667969, -118.1910134), (33.766816, -118.191016), (33.7668898, -118.1910267)]"
South Gunlock Avenue,33.8497453,-118.2370614,"[(33.8497453, -118.2370614), (33.8496666, -118.2370964), (33.8490957, -118.2370661), (33.8487188, -118.2370699), (33.8484189, -118.2370656), (33.8480131, -118.2370614)]"
Country Club Drive,33.8397457,-118.154624,"[(33.8397457, -118.154624), (33.8397344, -118.1535642), (33.8397263, -118.1525046), (33.8397116, -118.1505812), (33.8397557, -118.1503347), (33.8398091, -118.1502059), (33.8398913, -118.1500618), (33.8400186, -118.1498385), (33.8400587, -118.1497204), (33.8400708, -118.149535), (33.8400851, -118.147592), (33.8400606, -118.1474715), (33.839987, -118.1472382), (33.839918, -118.1470906), (33.8398257, -118.1469385), (33.8370609, -118.1439421), (33.8370032, -118.1432327)]"
South Campus Road,33.775943,-118.1153105,"[(33.775943, -118.1153105), (33.7759544, -118.1152358), (33.7759554, -118.1151998), (33.7759419, -118.1151418), (33.775917, -118.1150934), (33.7758681, -118.1150482), (33.7755984, -118.1149114), (33.7755642, -118.1148889), (33.7755313, -118.1148248), (33.7755206, -118.1147434), (33.7755245, -118.1137728), (33.7755246, -118.1137201), (33.7755254, -118.113591), (33.7755266, -118.1134935), (33.7755274, -118.1134611), (33.7755284, -118.1133331), (33.7755249, -118.1129325), (33.7755272, -118.1123847), (33.7755335, -118.112321), (33.7755352, -118.112285), (33.7755534, -118.1121288), (33.7755607, -118.1120114), (33.7755562, -118.1116143), (33.7755558, -118.1115178)]"
Webster Avenue,33.7970886,-118.2197979,"[(33.7970886, -118.2197979), (33.7980492, -118.2197975), (33.7989217, -118.2197982), (33.7989651, -118.2197982), (33.8007787, -118.2197986), (33.8009078, -118.2197986), (33.8014925, -118.2197987), (33.8022996, -118.2197989), (33.8025483, -118.2197989), (33.8029268, -118.219799), (33.8034879, -118.219799), (33.8035065, -118.219799), (33.803964, -118.2197991), (33.8041659, -118.2197992), (33.8042488, -118.2197992), (33.8043158, -118.2197992), (33.8044365, -118.2197962)]"
